doc_id,batch_id,file_name,title,year,authors_or_orgs,publishing_org_id,document_type,source_url,apa_reference,text_extraction_status,page_count,extracted_char_count,pdf_path,path_basis,protocol_inclusion
DOC-043,Converted Sources,DOC-030_GTFI_Boas_Praticas_Fornecedores_Indiretos_2019.pdf,Boas Práticas para monitoramento de fornecedores indiretos (converted to PDF from Website),2019.0,Grupo de Trabalho de Fornecedores Indiretos (GTFI),ORG-028,PDF - converted source,https://gtfi.org.br/boas-praticas/,Grupo de Trabalho de Fornecedores Indiretos. (2019). Boas Práticas para monitoramento de fornecedores indiretos (converted to PDF from Website). https://gtfi.org.br/boas-praticas/,extracted,8.0,6138,/mnt/data/DOC-030_GTFI_Boas_Praticas_Fornecedores_Indiretos_2019.pdf,root_file,counted_in_v1.3
DOC-044,Batch 08,AFi Operational Guidance - Monitoring & Verification (2020-05).pdf,Common Guidance for the Identification of HCV,2013.0,High Carbon Value (HCV) Network,ORG-029,PDF,https://www.hcvnetwork.org/library/common-guidance-for-the-identification-of-hcv-english-indonesian-french-portuguese,High Conservation Value Network. (2013). Common Guidance for the Identification of HCV. https://www.hcvnetwork.org/library/common-guidance-for-the-identification-of-hcv-english-indonesian-french-portuguese,extracted,56.0,112139,/mnt/data/_corpus_extracted/Batch 08/AFi Operational Guidance - Monitoring & Verification (2020-05).pdf,batch_file_exact,counted_in_v1.3
DOC-045,Batch 08,AFi Operational Guidance - Supply Chain Management (2020-05).pdf,Common Guidance for the Management & Monitoring of HCV,2022.0,High Carbon Value (HCV) Network,ORG-029,PDF,https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286866d8bbf4719b4e1d5af_HCV_Mgmt_Monitoring_final_english.pdf,High Conservation Value Network. (2022). Common Guidance for the Management & Monitoring of HCV. https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286866d8bbf4719b4e1d5af_HCV_Mgmt_Monitoring_final_english.pdf,extracted,35.0,65429,/mnt/data/_corpus_extracted/Batch 08/AFi Operational Guidance - Supply Chain Management (2020-05).pdf,batch_file_exact,counted_in_v1.3
DOC-046,Batch 05,HCSA-Toolkit-v2.0-Module-5-HCS-Forest-Patch-Analysis-Protection-1.pdf,HCSA Toolkit v2.0 Module 5 HCS Forest Patch Analysis Protection 1,,High Carbon Value (HCV) Network,ORG-029,PDF,https://www.hcvnetwork.org/library,High Conservation Value Network. (n.d.). HCSA Toolkit v2.0 Module 5 HCS Forest Patch Analysis Protection 1. https://www.hcvnetwork.org/library,extracted,48.0,117773,/mnt/data/_corpus_extracted/Batch 05/HCSA-Toolkit-v2.0-Module-5-HCS-Forest-Patch-Analysis-Protection-1.pdf,batch_file_exact,counted_in_v1.3
DOC-047,Batch 07,HCSA-Toolkit-v2.0-Module-7-Assuring-quality-of-HCS-assessments-1.pdf,HCSA Toolkit v2.0 Module 7 Assuring quality of HCS assessments 1,,High Carbon Value (HCV) Network,ORG-029,PDF,https://www.hcvnetwork.org/library,High Conservation Value Network. (n.d.). HCSA Toolkit v2.0 Module 7 Assuring quality of HCS assessments 1. https://www.hcvnetwork.org/library,extracted,12.0,18185,/mnt/data/_corpus_extracted/Batch 07/HCSA-Toolkit-v2.0-Module-7-Assuring-quality-of-HCS-assessments-1.pdf,batch_file_exact,counted_in_v1.3
DOC-048,Batch 08,6286878c1de2255dee34ecfc_HCVCommonGuide_English-07-17-web.pdf,HCVCommonGuide English 07 17 web,,High Carbon Value (HCV) Network,ORG-029,PDF,https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286878c1de2255dee34ecfc_HCVCommonGuide_English-07-17-web.pdf,High Conservation Value Network. (n.d.). HCVCommonGuide English 07 17 web. https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286878c1de2255dee34ecfc_HCVCommonGuide_English-07-17-web.pdf,extracted,74.0,174384,/mnt/data/_corpus_extracted/Batch 08/6286878c1de2255dee34ecfc_HCVCommonGuide_English-07-17-web.pdf,batch_file_exact,counted_in_v1.3
DOC-049,Batch 05,SourceUp-Manual-14.6-web.pdf,Compact Manual,2021.0,IDH The Sustainable Trade Initiative,ORG-030,PDF,https://jaresourcehub.org/wp-content/uploads/2021/12/SourceUp-Manual-14.6-web.pdf,"IDH, The Sustainable Trade Initiative. (2021). Compact Manual. https://jaresourcehub.org/wp-content/uploads/2021/12/SourceUp-Manual-14.6-web.pdf",extracted,63.0,77850,/mnt/data/_corpus_extracted/Batch 05/SourceUp-Manual-14.6-web.pdf,batch_file_exact,counted_in_v1.3
DOC-050,Batch 09,VSA-Public-Concept-Note_22August2019.pdf,Verified Sourcing Areas: Public Concept Note,2019.0,IDH The Sustainable Trade Initiative,ORG-030,PDF,https://www.idhsustainabletrade.com/uploaded/2018/08/VSA-Public-Concept-Note_22August2019.pdf,"IDH, The Sustainable Trade Initiative. (2019). Verified Sourcing Areas: Public Concept Note. https://www.idhsustainabletrade.com/uploaded/2018/08/VSA-Public-Concept-Note_22August2019.pdf",extracted,3.0,5888,/mnt/data/_corpus_extracted/Batch 09/VSA-Public-Concept-Note_22August2019.pdf,batch_file_exact,counted_in_v1.3
DOC-051,Batch 09,Getting started guide_ introduction to an ecosystem approach.pdf,"Production, Protection & Inclusion (PPI) approach",2017.0,IDH The Sustainable Trade Initiative,ORG-030,PDF,https://www.idhsustainabletrade.com/approach/production-protection/,"IDH, The Sustainable Trade Initiative. (2017). Production, Protection & Inclusion (PPI) approach. https://www.idhsustainabletrade.com/approach/production-protection/",extracted,8.0,17268,/mnt/data/_corpus_extracted/Batch 09/Getting started guide_ introduction to an ecosystem approach.pdf,batch_file_exact,counted_in_v1.3
DOC-052,Batch 05,Mato-Grosso-State-Pci-Compact_SourceUp-Snapshot.pdf,Mato Grosso State Pci Compact SourceUp Snapshot,,IDH The Sustainable Trade Initiative,ORG-030,PDF,https://www.idhsustainabletrade.com/,"IDH, The Sustainable Trade Initiative. (n.d.). Mato Grosso State Pci Compact SourceUp Snapshot. https://www.idhsustainabletrade.com/",extracted,1.0,2983,/mnt/data/_corpus_extracted/Batch 05/Mato-Grosso-State-Pci-Compact_SourceUp-Snapshot.pdf,batch_file_exact,counted_in_v1.3
DOC-053,Batch 06,HCSA-Toolkit-v2.0-Module-1-Introduction.pdf,HCSA Toolkit v2.0 Module 1 Introduction,,IDH The Sustainable Trade Initiative,ORG-030,PDF,https://www.idhsustainabletrade.com/,"IDH, The Sustainable Trade Initiative. (n.d.). HCSA Toolkit v2.0 Module 1 Introduction. https://www.idhsustainabletrade.com/",extracted,28.0,47664,/mnt/data/_corpus_extracted/Batch 06/HCSA-Toolkit-v2.0-Module-1-Introduction.pdf,batch_file_exact,counted_in_v1.3
DOC-054,Batch 04,Aceh-Landscape_SourceUp-Snapshot.pdf,Initiative Snapshot,,IDH The Sustainable Trade Initiative,ORG-030,PDF,https://www.idhsustainabletrade.com/,"IDH, The Sustainable Trade Initiative. (n.d.). Initiative Snapshot. https://www.idhsustainabletrade.com/",extracted,1.0,1562,/mnt/data/_corpus_extracted/Batch 09/Aceh-Landscape_SourceUp-Snapshot.pdf,multi_filename_first_fallback,counted_in_v1.3
DOC-055,Batch 07,Building-A-Jurisdictional-Approach-To-Climate-Smart-Re.pdf,Initiative Snapshot,,IDH The Sustainable Trade Initiative,ORG-030,PDF,https://www.sourceup.org/initiatives/building-a-jurisdictional-approach-to-climate-smart-resilient-agricultural-landscapes-in-tocantins-brazil,"IDH, The Sustainable Trade Initiative. (n.d.). Initiative Snapshot. https://www.sourceup.org/initiatives/building-a-jurisdictional-approach-to-climate-smart-resilient-agricultural-landscapes-in-tocantins-brazil",extracted,1.0,2265,/mnt/data/_corpus_extracted/Batch 07/Building-A-Jurisdictional-Approach-To-Climate-Smart-Re.pdf,batch_file_exact,counted_in_v1.3
DOC-056,Batch 02,Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,Soja sem desmatamento nas entrelinhas: Um guia para transparência. Soja na Linha,2022.0,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,PDF,Alternative PDF URL: https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,Instituto de Manejo e Certificação Florestal e Agrícola. (2022). Soja sem desmatamento nas entrelinhas: Um guia para transparência. Soja na Linha. Alternative PDF URL: https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,extracted,20.0,29506,/mnt/data/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,root_file,counted_in_v1.3
DOC-057,Batch 09,Diagramacao-Guia-Cadeira-de-Valor-da-Soja-w5104633-PT_ALT4.pdf,Guia para a cadeia de valor da soja: Interpretando os relatórios de progresso de traders para compras livres de desmatamento e de conversão. Soja na Linha,2022.0,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,PDF,https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,Instituto de Manejo e Certificação Florestal e Agrícola. (2022). Guia para a cadeia de valor da soja: Interpretando os relatórios de progresso de traders para compras livres de desmatamento e de conversão. Soja na Linha. https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,extracted,19.0,34062,/mnt/data/_corpus_extracted/Batch 09/Diagramacao-Guia-Cadeira-de-Valor-da-Soja-w5104633-PT_ALT4.pdf,batch_file_exact,counted_in_v1.3
DOC-058,Batch 08,criterios--minimos-de-monitoramento-de-produtos-livres-de-desmatamento-e-conversao_dc.pdf,Protocolo de monitoramento de fornecedores de gado na Amazônia,2024.0,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,PDF,https://www.boinalinha.org/wp-content/uploads/2025/03/Protocolo-Monitoramento-Gado-2ponto0-w5111720-ALT22-WEB.pdf,Instituto de Manejo e Certificação Florestal e Agrícola. (2024). Protocolo de monitoramento de fornecedores de gado na Amazônia. https://www.boinalinha.org/wp-content/uploads/2025/03/Protocolo-Monitoramento-Gado-2ponto0-w5111720-ALT22-WEB.pdf,extracted,9.0,19597,/mnt/data/_corpus_extracted/Batch 08/criterios--minimos-de-monitoramento-de-produtos-livres-de-desmatamento-e-conversao_dc.pdf,batch_file_exact,counted_in_v1.3
DOC-059,Batch 09,Minimum Criteria Booklet SOY - ENG.pdf,Minimum Criteria Booklet SOY ENG,,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,PDF,https://www.imaflora.org/,Instituto de Manejo e Certificação Florestal e Agrícola. (n.d.). Minimum Criteria Booklet SOY ENG. https://www.imaflora.org/,extracted,9.0,17637,/mnt/data/_corpus_extracted/Batch 08/Minimum Criteria Booklet SOY - ENG.pdf,multi_filename_first_fallback,counted_in_v1.3
DOC-060,Batch 09,Minimum Criteria Booklet-CATTLE- ENG.pdf,Minimum Criteria Booklet CATTLE ENG,,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,PDF,https://www.imaflora.org/,Instituto de Manejo e Certificação Florestal e Agrícola. (n.d.). Minimum Criteria Booklet CATTLE ENG. https://www.imaflora.org/,extracted,9.0,17738,/mnt/data/_corpus_extracted/Batch 09/Minimum Criteria Booklet-CATTLE- ENG.pdf,batch_file_exact,counted_in_v1.3
DOC-061,Batch 09,22190_attach_1.pdf,London Cocoa Grading & Warehouse keeping Procedures,2024.0,"Intercontinental Exchange, Inc. (ICE)",ORG-032,PDF,https://www.ice.com/publicdocs/circulars/22190_attach_1.pdf,"Intercontinental Exchange, Inc.. (2024). London Cocoa Grading & Warehouse keeping Procedures. https://www.ice.com/publicdocs/circulars/22190_attach_1.pdf",extracted,77.0,232624,/mnt/data/_corpus_extracted/Batch 09/22190_attach_1.pdf,batch_file_exact,counted_in_v1.3
DOC-062,Batch 09,24183_attach.pdf,Robusta Coffee Grading & Warehouse keeping Procedures,2024.0,"Intercontinental Exchange, Inc. (ICE)",ORG-032,PDF,https://www.ice.com/publicdocs/circulars/24183_attach.pdf,"Intercontinental Exchange, Inc.. (2024). Robusta Coffee Grading & Warehouse keeping Procedures. https://www.ice.com/publicdocs/circulars/24183_attach.pdf",extracted,81.0,264668,/mnt/data/_corpus_extracted/Batch 09/24183_attach.pdf,batch_file_exact,counted_in_v1.3
DOC-063,Batch 06,Collection of polygon data.pdf,Guidance on the collection of polygon location data,,iSEAL,ORG-033,PDF,https://www.isealalliance.org/get-involved/resources/guidance-collection-polygon-location-data,ISEAL. (n.d.). Guidance on the collection of polygon location data. https://www.isealalliance.org/get-involved/resources/guidance-collection-polygon-location-data,extracted,47.0,132987,/mnt/data/_corpus_extracted/Batch 06/Collection of polygon data.pdf,batch_file_exact,counted_in_v1.3
DOC-064,Batch 09,Whitepaper - How to connect LCA with Chain of Custody.pdf,Code of Good Practice for Sustainability Systems,2024.0,iSEAL,ORG-033,PDF,https://www.isealalliance.org/what-we-do/credible-practice/iseal-code-good-practice-sustainability-systems,ISEAL. (2024). Code of Good Practice for Sustainability Systems. https://www.isealalliance.org/what-we-do/credible-practice/iseal-code-good-practice-sustainability-systems,extracted,11.0,25393,/mnt/data/_corpus_extracted/Batch 09/Whitepaper - How to connect LCA with Chain of Custody.pdf,batch_file_exact,counted_in_v1.3
DOC-065,Batch 04,ISEAL Code v1_1_ PDF.pdf,ISEAL Code v1 1 PDF,,iSEAL,ORG-033,PDF,https://isealalliance.org/get-involved/resources,ISEAL. (n.d.). ISEAL Code v1 1 PDF. https://isealalliance.org/get-involved/resources,extracted,57.0,117814,/mnt/data/_corpus_extracted/Batch 04/ISEAL Code v1_1_ PDF.pdf,batch_file_exact,counted_in_v1.3
DOC-066,Batch 08,Chain of Custody Models and Definitions v2 (2025).pdf,Chain of Custody Models and Definitions v2 (2025),2025.0,iSEAL,ORG-033,PDF,https://isealalliance.org/get-involved/resources/iseal-guidance-chain-custody-models-and-definitions,ISEAL. (2025). Chain of Custody Models and Definitions v2 (2025). https://isealalliance.org/get-involved/resources/iseal-guidance-chain-custody-models-and-definitions,extracted,35.0,76322,/mnt/data/_corpus_extracted/Batch 04/Chain of Custody Models and Definitions v2 (2025).pdf,multi_filename_first_fallback,counted_in_v1.3
DOC-067,Batch 09,Making-Credible-Jurisdictional-Claims-Good-Practice-Guide-v1_1.pdf,Making Credible Jurisdictional Claims Good Practice Guide v1 1,,iSEAL,ORG-033,PDF,https://isealalliance.org/get-involved/resources/making-credible-jurisdictional-claims-good-practice-guide-v11-2022,ISEAL. (n.d.). Making Credible Jurisdictional Claims Good Practice Guide v1 1. https://isealalliance.org/get-involved/resources/making-credible-jurisdictional-claims-good-practice-guide-v11-2022,extracted,20.0,66730,/mnt/data/_corpus_extracted/Batch 08/Making-Credible-Jurisdictional-Claims-Good-Practice-Guide-v1_1.pdf,multi_filename_first_fallback,counted_in_v1.3
DOC-068,Batch 09,LDC-DCF-Methodology_FINAL.pdf,LDC DCF Methodology FINAL,,Louis Dreyfus Company (LDC),ORG-034,PDF,https://www.ldc.com/wp-content/uploads/LDC-DCF-Methodology_FINAL.pdf,Louis Dreyfus Company. (n.d.). LDC DCF Methodology FINAL. https://www.ldc.com/wp-content/uploads/LDC-DCF-Methodology_FINAL.pdf,extracted,8.0,21267,/mnt/data/_corpus_extracted/Batch 09/LDC-DCF-Methodology_FINAL.pdf,batch_file_exact,counted_in_v1.3
DOC-069,Batch 06,Meridia Verify Supply Shed Modelling Guide v1.pdf,Meridia Verify Supply Shed Modelling Guide v1,,Meridia.Land,ORG-035,PDF,https://www.meridia.land/downloads,Meridia. (n.d.). Meridia Verify Supply Shed Modelling Guide v1. https://www.meridia.land/downloads,extracted,10.0,9356,/mnt/data/_corpus_extracted/Batch 06/Meridia Verify Supply Shed Modelling Guide v1.pdf,batch_file_exact,counted_in_v1.3
DOC-070,Batch 08,678a3f100f51c39f8a90dda6_Meridia Farm Mapping Guide.pdf,Meridia Farm Mapping Guide,,Meridia.Land,ORG-035,PDF,https://www.meridia.land/downloads/farm-mapping-guide,Meridia. (n.d.). Meridia Farm Mapping Guide. https://www.meridia.land/downloads/farm-mapping-guide,extracted,36.0,41661,/mnt/data/_corpus_extracted/Batch 08/678a3f100f51c39f8a90dda6_Meridia Farm Mapping Guide.pdf,batch_file_exact,counted_in_v1.3
DOC-071,Batch 09,Operationalising DCF - Methodology and product v1.pdf,Operationalising DCF monitoring with Verify,,Meridia.Land,ORG-035,PDF,https://www.meridia.land/downloads,Meridia. (n.d.). Operationalising DCF monitoring with Verify. https://www.meridia.land/downloads,extracted,14.0,13574,/mnt/data/_corpus_extracted/Batch 05/Operationalising DCF - Methodology and product v1.pdf,multi_filename_first_fallback,counted_in_v1.3
DOC-072,Batch 09,Cooperatives and the state of field data quality for EUDR compliance.pdf,Cooperatives and the state of field data quality for EUDR compliance: Results of the Cavally Cocoa Farm Data Study (September 2022/November 2023),2024.0,"Meridia.Land,  RaboFoundation",ORG-047; ORG-035,PDF,https://media.rabobank.com/m/6bcb9f27bf2b1b48/original/Cooperatives-and-the-state-of-field-data-quality-for-EUDR-compliance.pdf,Rabo Foundation & Meridia. (2024). Cooperatives and the state of field data quality for EUDR compliance: Results of the Cavally Cocoa Farm Data Study (September 2022/November 2023). https://media.rabobank.com/m/6bcb9f27bf2b1b48/original/Cooperatives-and-the-state-of-field-data-quality-for-EUDR-compliance.pdf,extracted,4.0,10000,/mnt/data/_corpus_extracted/Batch 09/Cooperatives and the state of field data quality for EUDR compliance.pdf,batch_file_exact,counted_in_v1.3
DOC-073,Batch 09,Visipec_Executive-Summary_English.pdf,VISIPEC: Executive Summary,2020.0,National Wildlife Federation (NWF),ORG-036,PDF,https://visipec.com/wp-content/uploads/2020/10/Visipec_Executive-Summary_English.pdf,National Wildlife Federation. (2020). VISIPEC: Executive Summary. https://visipec.com/wp-content/uploads/2020/10/Visipec_Executive-Summary_English.pdf,extracted,2.0,4786,/mnt/data/_corpus_extracted/Batch 09/Visipec_Executive-Summary_English.pdf,batch_file_exact,counted_in_v1.3
DOC-074,Batch 09,ndpe_irf_03_guidance.pdf,Guidance for refineries and other first aggregators: Using the IRF no-deforestation and no-peat template. NDPE Implementation Reporting Framework,2019.0,NDPE Implementation Reporting Framework,ORG-037,PDF,https://www.ndpe-irf.net/technical,NDPE Implementation Reporting Framework. (2019). Guidance for refineries and other first aggregators: Using the IRF no-deforestation and no-peat template. NDPE Implementation Reporting Framework. https://www.ndpe-irf.net/technical,extracted,12.0,28286,/mnt/data/_corpus_extracted/Batch 09/ndpe_irf_03_guidance.pdf,batch_file_exact,counted_in_v1.3
DOC-075,Batch 07,NEPCon-SOY-Argentinal-Risk-Assessment-EN-V2.pdf,NEPCon SOY Argentinal Risk Assessment EN V2,,NEPCON,ORG-044,PDF,https://preferredbynature.org/,Preferred by Nature. (n.d.). NEPCon SOY Argentinal Risk Assessment EN V2. https://preferredbynature.org/,extracted,127.0,314661,/mnt/data/_corpus_extracted/Batch 07/NEPCon-SOY-Argentinal-Risk-Assessment-EN-V2.pdf,batch_file_exact,counted_in_v1.3
DOC-076,Batch 07,AtSource_DFC_UserGuide_v2.pdf,Digital Footprint Calculator user guide: Estimating environmental impacts of Olam products. Powered by Quantis,,Olam International Group ,ORG-039,PDF,https://footprint.atsource.io/assets/data/AtSource_DFC_UserGuide_v2.pdf,Olam Group. (n.d.). Digital Footprint Calculator user guide: Estimating environmental impacts of Olam products. Powered by Quantis. https://footprint.atsource.io/assets/data/AtSource_DFC_UserGuide_v2.pdf,extracted,44.0,24801,/mnt/data/_corpus_extracted/Batch 07/AtSource_DFC_UserGuide_v2.pdf,batch_file_exact,counted_in_v1.3
DOC-077,Batch 05,Orbify EUDR Guide 2024.pdf,A comprehensive EUDR Guide,2024.0,Orbify,ORG-040,PDF,https://info.orbify.com/eudr-guide,Orbify. (2024). A comprehensive EUDR Guide. https://info.orbify.com/eudr-guide,extracted,24.0,16107,/mnt/data/_corpus_extracted/Batch 05/Orbify EUDR Guide 2024.pdf,batch_file_exact,counted_in_v1.3
DOC-078,Batch 09,TAD-CA(2020)3-FINAL.en.pdf,OECD-FAO Guidance for Responsible Agricultural Supply Chains,2020.0,"Organisation for Economic Co-operation and Development (OECD), UN Food and Agriculture Organization (FAO)",ORG-041; ORG-059,PDF,https://one.oecd.org/document/TAD/CA(2020)3/FINAL/en/pdf,Organisation for Economic Co-operation and Development & Food and Agriculture Organization of the United Nations. (2020). OECD-FAO Guidance for Responsible Agricultural Supply Chains. https://one.oecd.org/document/TAD/CA(2020)3/FINAL/en/pdf,extracted,8.0,23336,/mnt/data/_corpus_extracted/Batch 09/TAD-CA(2020)3-FINAL.en.pdf,batch_file_exact,counted_in_v1.3
DOC-080,Batch 03,P4F-Learning-About-Cocoa-Landscape-Approaches-Online.pdf,P4F Learning About Cocoa Landscape Approaches Online,,Partnerships for Forests,ORG-043,PDF,https://partnershipsforforests.com/wp-content/uploads/2020/12/Learning-About-Cocoa-Landscape-Approaches-Online.pdf,Partnerships for Forests. (n.d.). P4F Learning About Cocoa Landscape Approaches Online. https://partnershipsforforests.com/wp-content/uploads/2020/12/Learning-About-Cocoa-Landscape-Approaches-Online.pdf,extracted,74.0,239511,/mnt/data/_corpus_extracted/Batch 03/P4F-Learning-About-Cocoa-Landscape-Approaches-Online.pdf,batch_file_exact,counted_in_v1.3
DOC-081,Converted Sources,DOC-050_Preferred_by_Nature_Risk_Assessment_Methodology_2017.pdf,Preferred by Nature Risk Assessment Methodology (converted to PDF from Website),2017.0,Preferred by Nature,ORG-044,PDF - converted source,https://sourcinghub.preferredbynature.org/RiskAssessmentmethodology,Preferred by Nature. (2017). Preferred by Nature Risk Assessment Methodology (converted to PDF from Website). https://sourcinghub.preferredbynature.org/RiskAssessmentmethodology,extracted,4.0,7933,/mnt/data/DOC-050_Preferred_by_Nature_Risk_Assessment_Methodology_2017.pdf,root_file,counted_in_v1.3
DOC-082,Batch 08,Satelligence FLRI whitepaper.pdf,Due Diligence Toolkit,2025.0,Preferred by Nature,ORG-044,PDF,https://www.preferredbynature.org/preferred-by-nature-due-diligence-toolkit,Preferred by Nature. (2025). Due Diligence Toolkit. https://www.preferredbynature.org/preferred-by-nature-due-diligence-toolkit,extracted,22.0,23818,/mnt/data/_corpus_extracted/Batch 08/Satelligence FLRI whitepaper.pdf,batch_file_exact,counted_in_v1.3
DOC-083,Batch 08,DD-07+Supply+Chain+Mapping+Guide+v1.1.pdf,DD 07 Supply Chain Mapping Guide v1.1,,Preferred By Nature,ORG-044,PDF,https://www.preferredbynature.org/library,Preferred by Nature. (n.d.). DD 07 Supply Chain Mapping Guide v1.1. https://www.preferredbynature.org/library,extracted,23.0,51916,/mnt/data/_corpus_extracted/Batch 08/DD-07+Supply+Chain+Mapping+Guide+v1.1.pdf,batch_file_exact,counted_in_v1.3
DOC-084,Batch 08,DD-10+Supply+Chain+Risk+Analysis+Guide+v1.pdf,DD 10 Supply Chain Risk Analysis Guide v1,,Preferred By Nature,ORG-044,PDF,https://www.preferredbynature.org/library,Preferred by Nature. (n.d.). DD 10 Supply Chain Risk Analysis Guide v1. https://www.preferredbynature.org/library,extracted,45.0,131003,/mnt/data/_corpus_extracted/Batch 08/DD-10+Supply+Chain+Risk+Analysis+Guide+v1.pdf,batch_file_exact,counted_in_v1.3
